Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
HERC2	ENST00000261609.7	HECT and RLD domain containing E3 ubiquitin protein ligase 2 	1207	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0128	0.0902	0.5095	-0.18	-0.18	0.61	2005, 2007, 2011
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0159	0.1141	0.7056	-0.18	-0.18	0.57	2005, 2007, 2011
PIRT	ENST00000580256.2	phosphoinositide-interacting regulator of transient receptor potential channels 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0130	0.0895	0.4463	-0.18	-0.18	0.23	2009, 2011
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0154	0.1018	0.4571	-0.18	-0.52	0.68	NULL
FAM210B	ENST00000371384.3	family with sequence similarity 210, member B 	55	1	1	0	0	1	1	0	0	0	hsa-miR-30e-5p	0.0207	0.1242	0.4246	-0.18	-0.48	0.85	2005, 2007, 2009, 2011
KATNBL1	ENST00000256544.3	katanin p80 subunit B-like 1 	105	2	1	0	1	1	0	0	1	0	hsa-miR-30e-5p	0.0085	0.0609	0.3668	-0.18	-0.65	0.96	2005, 2007, 2009, 2011
EOGT	ENST00000383701.3	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase 	302	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0138	0.0964	0.5186	-0.18	-0.20	0.78	2009, 2011
SLC38A7	ENST00000570101.1	solute carrier family 38, member 7 	635	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0429	0.2484	0.7052	-0.18	-0.18	0.95	2005, 2007, 2009, 2011
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0294	0.1855	0.6785	-0.18	-0.18	0.91	2005, 2007, 2009, 2011
MAU2	ENST00000262815.8	MAU2 sister chromatid cohesion factor 	5234	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0109	0.0754	0.3860	-0.18	-0.18	0.78	2011
PLS1	ENST00000457734.2	plastin 1 	467	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0091	0.0655	0.4077	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
SNX30	ENST00000374232.3	sorting nexin family member 30 	33	1	0	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0258	0.1687	0.7297	-0.18	-0.21	0.71	2009, 2011
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0239	0.1551	0.6191	-0.18	-0.18	0.95	2007, 2009, 2011
ZIC2	ENST00000376335.3	Zic family member 2 	1173	1	0	0	1	0	0	0	0	1	hsa-miR-30b-5p	0.0056	0.0408	0.2618	-0.18	-0.18	0.78	2007
TRERF1	ENST00000541110.1	transcriptional regulating factor 1 	52	1	0	1	0	1	0	1	0	1	hsa-miR-30d-5p	0.0227	0.1564	0.8050	-0.18	-0.18	0.70	2011
MTA1	ENST00000331320.7	metastasis associated 1 	8	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0079	0.0559	0.3042	-0.18	-0.18	0.65	2009
BCL2	ENST00000398117.1	B-cell CLL/lymphoma 2 	55	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0149	0.1041	0.5652	-0.18	-0.20	0.78	2005, 2007, 2009, 2011
CHMP2B	ENST00000263780.4	charged multivesicular body protein 2B 	810	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0081	0.0562	0.3024	-0.18	-0.46	0.13	2007, 2009, 2011
PELI1	ENST00000358912.4	pellino E3 ubiquitin protein ligase 1 	134	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0149	0.1013	0.4697	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
ITGA9	ENST00000264741.5	integrin, alpha 9 	9	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0108	0.0756	0.4154	-0.18	-0.18	0.78	NULL
CDH13	ENST00000566620.1	cadherin 13 	1020	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0083	0.0599	0.3758	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
PXK	ENST00000463280.1	PX domain containing serine/threonine kinase 	220	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0115	0.0793	0.4005	-0.18	-0.18	0.60	2009, 2011
TMEM86A	ENST00000280734.2	transmembrane protein 86A 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0181	0.1211	0.5277	-0.18	-0.18	0.13	NULL
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	2	2	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0613	0.3884	1.5016	-0.18	-0.21	> 0.99	2007, 2009, 2011
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0072	0.0515	0.3163	-0.18	-0.19	0.43	NULL
PTBP3	ENST00000374257.1	polypyrimidine tract binding protein 3 	214	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0121	0.0841	0.4327	-0.18	-0.20	0.78	2005, 2007, 2009, 2011
BCL6	ENST00000406870.2	B-cell CLL/lymphoma 6 	20	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0128	0.0879	0.4299	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
TRIM9	ENST00000298355.3	tripartite motif containing 9 	45	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0204	0.1345	0.5575	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
CHFR	ENST00000315585.7	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase 	168	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0073	0.0520	0.3022	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
CRLF3	ENST00000324238.6	cytokine receptor-like factor 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0107	0.0747	0.3988	-0.18	-0.18	0.64	NULL
TPM4	ENST00000300933.4	tropomyosin 4 	332	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0113	0.0774	0.3673	-0.18	-0.20	0.78	2011
CECR2	ENST00000400573.5	cat eye syndrome chromosome region, candidate 2 	46	2	1	0	1	1	1	0	0	1	hsa-miR-30b-5p	0.0397	0.2519	1.0077	-0.18	-0.21	0.99	2009, 2011
BRD1	ENST00000457780.2	bromodomain containing 1 	124	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0143	0.0981	0.4857	-0.18	-0.18	0.31	2005, 2007, 2009, 2011
MCF2L	ENST00000397030.1	MCF.2 cell line derived transforming sequence-like 	79	1	1	0	0	1	0	0	1	0	hsa-miR-30d-5p	0.0239	0.1627	0.7892	-0.18	-0.18	0.98	2009, 2011
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0334	0.2064	0.7116	-0.18	-0.18	0.94	2005, 2007, 2009, 2011
LRCH2	ENST00000317135.8	leucine-rich repeats and calponin homology (CH) domain containing 2 	52	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0498	0.2914	0.9348	-0.18	-0.18	0.80	2005, 2007, 2009, 2011
SON	ENST00000290239.6	SON DNA binding protein 	161	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0145	0.0987	0.4623	-0.18	-0.18	0.65	2005, 2007, 2011
NCAM1	ENST00000316851.7	neural cell adhesion molecule 1 	19	2	2	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0377	0.2425	0.9447	-0.18	-0.24	0.95	2005, 2007, 2009, 2011
SLC39A11	ENST00000255559.3	solute carrier family 39, member 11 	544	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0115	0.0797	0.4145	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
URM1	ENST00000372850.1	ubiquitin related modifier 1 	345	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0098	0.0682	0.3478	-0.18	-0.18	0.52	NULL
DDX46	ENST00000452510.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 	472	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0061	0.0440	0.2801	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
DHX40	ENST00000251241.4	DEAH (Asp-Glu-Ala-His) box polypeptide 40 	538	1	0	1	0	1	0	1	0	1	hsa-miR-30e-5p	0.0113	0.0794	0.4371	-0.18	-0.23	0.71	2007, 2009, 2011
CTPS1	ENST00000372621.4	CTP synthase 1 	3982	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0050	0.0360	0.2346	-0.18	-0.18	0.78	NULL
KHNYN	ENST00000251343.5	KH and NYN domain containing 	421	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0480	0.2715	0.7464	-0.18	-0.18	0.81	2007, 2009, 2011
GRHL1	ENST00000405379.2	grainyhead-like 1 (Drosophila) 	147	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0168	0.1121	0.4899	-0.18	-0.18	0.71	2007, 2009, 2011
WDR47	ENST00000400794.3	WD repeat domain 47 	185	1	0	1	0	0	0	0	0	1	hsa-miR-30e-5p	0.0136	0.0967	0.5739	-0.18	-0.18	0.66	NULL
STXBP1	ENST00000373302.3	syntaxin binding protein 1 	295	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0075	0.0523	0.2788	-0.18	-0.21	0.70	2009, 2011
PAXBP1	ENST00000331923.4	PAX3 and PAX7 binding protein 1 	340	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0105	0.0711	0.3231	-0.18	-0.27	0.70	NULL
GMEB1	ENST00000373816.1	glucocorticoid modulatory element binding protein 1 	154	2	0	2	0	0	0	0	0	0	hsa-miR-30e-5p	0.0151	0.1053	0.5643	-0.18	-0.21	0.86	NULL
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0170	0.1197	0.6703	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
SLC30A4	ENST00000261867.4	solute carrier family 30 (zinc transporter), member 4 	19	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0311	0.1966	0.7341	-0.18	-0.18	0.95	2009, 2011
KIAA1033	ENST00000332180.5	KIAA1033 	238	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0193	0.1294	0.5848	-0.18	-0.18	0.78	2005, 2007, 2009, 2011
CEP41	ENST00000223208.5	centrosomal protein 41kDa 	346	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0339	0.2068	0.6831	-0.18	-0.18	0.90	2005, 2007, 2009, 2011
RASGEF1A	ENST00000374459.1	RasGEF domain family, member 1A 	10	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0129	0.0871	0.3913	-0.18	-0.23	0.78	2005, 2007, 2009, 2011
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0355	0.2290	0.9662	-0.18	-0.22	0.95	2007, 2009, 2011
BEAN1	ENST00000299694.8	brain expressed, associated with NEDD4, 1 	16	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0229	0.1397	0.4522	-0.18	-0.26	0.95	2011
TMEM245	ENST00000374586.3	transmembrane protein 245 	1320	1	0	0	1	1	0	0	1	0	hsa-miR-30a-5p	0.0155	0.1116	0.6944	-0.18	-0.19	0.78	2005, 2007
GPR157	ENST00000377411.4	G protein-coupled receptor 157 	48	1	1	0	0	0	0	0	0	1	hsa-miR-30e-5p	0.0344	0.2132	0.7540	-0.17	-0.17	0.94	NULL
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	0	0	1	2	0	1	1	1	hsa-miR-30a-5p	0.0188	0.1278	0.6205	-0.17	-0.22	0.78	NULL
SLC16A14	ENST00000295190.4	solute carrier family 16, member 14 	34	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0305	0.1908	0.6816	-0.17	-0.17	0.65	2009, 2011
UST	ENST00000367463.4	uronyl-2-sulfotransferase 	933	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0096	0.0679	0.3905	-0.17	-0.18	0.78	2009, 2011
CCNJL	ENST00000393977.3	cyclin J-like 	66	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0212	0.1301	0.4296	-0.17	-0.27	0.95	2007, 2009, 2011
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	2	0	1	1	0	0	0	0	0	hsa-miR-30a-5p	0.0107	0.0750	0.4101	-0.17	-0.24	0.94	2007, 2009, 2011
LRP6	ENST00000261349.4	low density lipoprotein receptor-related protein 6 	157	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0417	0.2647	1.1023	-0.17	-0.18	0.94	2009, 2011
RBFOX1	ENST00000355637.4	RNA binding protein, fox-1 homolog (C. elegans) 1 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0197	0.1312	0.5682	-0.17	-0.17	0.81	2005, 2007, 2009, 2011
PPIP5K2	ENST00000321521.9	diphosphoinositol pentakisphosphate kinase 2 	203	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0156	0.1105	0.6423	-0.17	-0.17	0.71	2009, 2011
RNF44	ENST00000274811.4	ring finger protein 44 	1623	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0252	0.1669	0.7352	-0.17	-0.17	0.71	2005, 2007, 2009, 2011
DACH2	ENST00000373131.1	dachshund homolog 2 (Drosophila) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0044	0.0321	0.2063	-0.17	-0.17	0.39	NULL
RANBP10	ENST00000317506.3	RAN binding protein 10 	140	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0363	0.2183	0.6914	-0.17	-0.18	0.70	2005, 2007, 2009, 2011
YWHAG	ENST00000307630.3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 	5623	1	0	0	1	0	0	0	0	1	hsa-miR-30e-5p	0.0120	0.0831	0.4302	-0.17	-0.17	0.78	2005, 2007
HELZ	ENST00000358691.5	helicase with zinc finger 	571	1	1	0	0	1	0	1	0	0	hsa-miR-30b-5p	0.0462	0.2795	1.0682	-0.17	-0.23	0.96	2007, 2009, 2011
PDGFRB	ENST00000261799.4	platelet-derived growth factor receptor, beta polypeptide 	320	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0108	0.0747	0.3736	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
SNX27	ENST00000368843.3	sorting nexin family member 27 	46	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0155	0.1087	0.6091	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	1	1	0	0	0	0	0	0	2	hsa-miR-30a-5p	0.0167	0.1188	0.6966	-0.17	-0.19	< 0.1	2005, 2007, 2009, 2011
NOVA1	ENST00000465357.2	neuro-oncological ventral antigen 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0082	0.0581	0.3240	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
SLC4A7	ENST00000295736.5	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	146	1	1	0	0	1	0	1	0	0	hsa-miR-30e-5p	0.0179	0.1268	0.7377	-0.17	-0.26	0.47	2005, 2007, 2009, 2011
TDG	ENST00000392872.3	thymine-DNA glycosylase 	201	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0277	0.1767	0.6661	-0.17	-0.18	0.94	2005, 2007, 2009, 2011
PUM2	ENST00000338086.5	pumilio RNA-binding family member 2 	1047	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0121	0.0847	0.4645	-0.17	-0.17	0.78	NULL
ASCC3	ENST00000369162.2	activating signal cointegrator 1 complex subunit 3 	159	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0212	0.1406	0.6124	-0.17	-0.17	0.67	2011
CHRM3	ENST00000255380.4	cholinergic receptor, muscarinic 3 	47	2	1	1	0	0	0	0	0	1	hsa-miR-30b-5p	0.0240	0.1648	0.8383	-0.17	-0.18	0.99	NULL
KCNJ6	ENST00000609713.1	potassium inwardly-rectifying channel, subfamily J, member 6 	5	1	1	0	0	3	1	1	1	1	hsa-miR-30d-5p	0.0600	0.4055	2.0039	-0.17	-0.17	0.95	NULL
PRKAR1A	ENST00000589228.1	protein kinase, cAMP-dependent, regulatory, type I, alpha 	1257	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0097	0.0689	0.3962	-0.17	-0.18	0.68	2011
PLCG1	ENST00000244007.3	phospholipase C, gamma 1 	69	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0117	0.0805	0.3958	-0.17	-0.17	0.78	2005, 2007, 2009, 2011
LHFPL2	ENST00000515007.2	lipoma HMGIC fusion partner-like 2 	16	1	1	0	0	1	0	0	1	0	hsa-miR-30e-5p	0.0137	0.0969	0.5472	-0.17	-0.17	0.26	2009, 2011
WIPF1	ENST00000392547.2	WAS/WASL interacting protein family, member 1 	304	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0172	0.1124	0.5009	-0.17	-0.37	0.85	2011
IRF4	ENST00000380956.4	interferon regulatory factor 4 	10	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0318	0.2046	0.8226	-0.17	-0.17	0.95	2005, 2007, 2009, 2011
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	1	1	0	0	1	0	0	1	0	hsa-miR-30b-5p	0.0485	0.2840	0.9003	-0.17	-0.17	0.88	2005, 2007, 2009, 2011
NTNG1	ENST00000370067.1	netrin G1 	5	2	1	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0191	0.1329	0.6927	-0.17	-0.17	0.82	2007, 2009, 2011
NIPAL1	ENST00000295461.5	NIPA-like domain containing 1 	137	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0140	0.0968	0.4899	-0.17	-0.17	0.68	NULL
PAPOLB	ENST00000404991.1	poly(A) polymerase beta (testis specific) 	5	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0193	0.1287	0.5613	-0.17	-0.17	0.28	2005, 2007, 2009, 2011
TMEM56	ENST00000370203.4	transmembrane protein 56 	113	2	2	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0245	0.1660	0.7969	-0.17	-0.28	0.79	2011
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	1	0	1	0	1	0	1	0	0	hsa-miR-30e-5p	0.0111	0.0795	0.4733	-0.17	-0.25	0.75	2005, 2007, 2009, 2011
KCNJ12	ENST00000583088.1	potassium inwardly-rectifying channel, subfamily J, member 12 	9	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0273	0.1719	0.6054	-0.17	-0.17	0.89	2005, 2007, 2009, 2011
RIMS1	ENST00000348717.5	regulating synaptic membrane exocytosis 1 	45	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0168	0.1161	0.6027	-0.17	-0.17	0.78	2007, 2011
TET1	ENST00000373644.4	tet methylcytosine dioxygenase 1 	5	1	0	1	0	0	0	0	0	2	hsa-miR-30e-5p	0.0218	0.1510	0.7931	-0.17	-0.17	0.71	2009, 2011
HERC3	ENST00000402738.1	HECT and RLD domain containing E3 ubiquitin protein ligase 3 	50	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0219	0.1460	0.6454	-0.17	-0.17	0.33	2009, 2011
WASL	ENST00000223023.4	Wiskott-Aldrich syndrome-like 	230	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0052	0.0374	0.2331	-0.17	-0.17	0.78	NULL
PAX9	ENST00000361487.6	paired box 9 	53	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0098	0.0690	0.3920	-0.17	-0.19	0.78	NULL
BAZ1A	ENST00000358716.4	bromodomain adjacent to zinc finger domain, 1A 	144	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0149	0.1018	0.4846	-0.17	-0.17	0.78	NULL
PAPD5	ENST00000357464.3	PAP associated domain containing 5 	152	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0085	0.0609	0.3827	-0.16	-0.18	0.67	2007, 2009, 2011
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	1	0	0	1	0	0	1	1	hsa-miR-30b-5p	0.0320	0.1997	0.7127	-0.16	-0.17	0.95	2005, 2007, 2009, 2011
ELFN2	ENST00000402918.2	extracellular leucine-rich repeat and fibronectin type III domain containing 2 	22	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0088	0.0617	0.3269	-0.16	-0.16	0.78	2007, 2009, 2011
SLC6A3	ENST00000270349.9	solute carrier family 6 (neurotransmitter transporter), member 3 	5	1	1	0	0	1	1	0	0	0	hsa-miR-30a-5p	0.0201	0.1400	0.7207	-0.16	-0.16	0.31	2009, 2011
PHF13	ENST00000377648.4	PHD finger protein 13 	1207	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0199	0.1303	0.5247	-0.16	-0.16	0.78	2005, 2007, 2009, 2011
CLOCK	ENST00000309964.4	clock circadian regulator 	86	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0533	0.3264	1.2408	-0.16	-0.16	0.91	2005, 2007, 2009, 2011
G3BP2	ENST00000395719.3	GTPase activating protein (SH3 domain) binding protein 2 	4413	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0119	0.0829	0.4449	-0.16	-0.17	0.78	NULL
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0094	0.0672	0.4094	-0.16	-0.16	0.78	NULL
GMEB2	ENST00000370069.1	glucocorticoid modulatory element binding protein 2 	240	1	1	0	0	0	0	0	0	0	hsa-miR-30b-5p	0.0243	0.1551	0.5711	-0.16	-0.17	0.89	2005, 2007, 2009, 2011
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0073	0.0510	0.2756	-0.16	-0.18	0.78	2005, 2007, 2009, 2011
RGL1	ENST00000304685.4	ral guanine nucleotide dissociation stimulator-like 1 	188	1	0	1	0	0	0	0	0	0	hsa-miR-30e-5p	0.0104	0.0738	0.4333	-0.16	-0.18	0.56	2005, 2007, 2009, 2011
NREP	ENST00000379671.3	neuronal regeneration related protein 	409	1	0	0	1	0	0	0	0	0	hsa-miR-30b-5p	0.0070	0.0500	0.3052	-0.16	-0.18	0.78	2005, 2007, 2009, 2011
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	1	0	1	0	3	0	1	2	0	hsa-miR-30e-5p	0.0160	0.1086	0.5469	-0.16	-0.57	0.65	NULL
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	2	0	0	2	1	0	1	0	1	hsa-miR-30b-5p	0.0159	0.1085	0.5328	-0.16	-0.38	0.95	2007
MAGI2	ENST00000419488.1	membrane associated guanylate kinase, WW and PDZ domain containing 2 	43	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0106	0.0749	0.4168	-0.16	-0.18	0.70	2007, 2009, 2011
HCN1	ENST00000303230.4	hyperpolarization activated cyclic nucleotide-gated potassium channel 1 	5	1	0	0	1	2	1	1	0	2	hsa-miR-30e-5p	0.0160	0.1122	0.6203	-0.16	-0.39	0.78	2011
SATB2	ENST00000417098.1	SATB homeobox 2 	820	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0134	0.0933	0.4903	-0.16	-0.18	0.67	2005, 2007, 2011
AKIRIN1	ENST00000432648.3	akirin 1 	798	1	0	1	0	0	0	0	0	0	hsa-miR-30a-5p	0.0071	0.0504	0.2892	-0.16	-0.21	0.71	NULL
PDP2	ENST00000311765.2	pyruvate dehyrogenase phosphatase catalytic subunit 2 	102	1	0	0	1	0	0	0	0	2	hsa-miR-30a-5p	0.0125	0.0875	0.4680	-0.16	-0.17	0.78	2005, 2007, 2009, 2011
FAF2	ENST00000261942.6	Fas associated factor family member 2 	1700	1	0	0	1	0	0	0	0	0	hsa-miR-30e-5p	0.0082	0.0572	0.3081	-0.16	-0.20	0.78	2007, 2009, 2011
SMARCD2	ENST00000448276.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 	144	1	1	0	0	0	0	0	0	0	hsa-miR-30a-5p	0.0187	0.1236	0.5116	-0.16	-0.16	0.78	2005, 2007, 2009, 2011
KIAA0408	ENST00000483725.3	KIAA0408 	95	1	1	0	0	1	1	0	0	0	hsa-miR-30c-5p	0.0152	0.1044	0.5112	-0.16	-0.32	0.78	2011
C3orf58	ENST00000441925.2	chromosome 3 open reading frame 58 	118	1	1	0	0	0	0	0	0	1	hsa-miR-30b-5p	0.0115	0.0824	0.5026	-0.16	-0.16	< 0.1	2011
ERRFI1	ENST00000377482.5	ERBB receptor feedback inhibitor 1 	3807	1	1	0	0	0	0	0	0	0	hsa-miR-30e-5p	0.0189	0.1270	0.5884	-0.16	-0.17	0.60	2009, 2011
RFFL	ENST00000315249.7	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase 	670	1	0	0	1	2	0	1	1	1	hsa-miR-30a-5p	0.0190	0.1291	0.6271	-0.16	-0.20	0.78	2007, 2009, 2011
PLEKHM3	ENST00000427836.2	pleckstrin homology domain containing, family M, member 3 	11	1	1	0	0	1	1	0	0	0	hsa-miR-30a-5p	0.0184	0.1210	0.5254	-0.16	-0.30	0.59	2011
APBA1	ENST00000265381.4	amyloid beta (A4) precursor protein-binding, family A, member 1 	12	1	1	0	0	1	0	1	0	0	hsa-miR-30a-5p	0.0347	0.2219	0.8957	-0.16	-0.16	0.95	2011
KCTD5	ENST00000301738.4	potassium channel tetramerization domain containing 5 	2296	1	1	0	0	0	0	0	0	0	hsa-miR-30d-5p	0.0344	0.2085	0.6668	-0.16	-0.16	0.93	2005, 2007, 2009, 2011
SLC6A15	ENST00000309283.7	solute carrier family 6 (neutral amino acid transporter), member 15 	508	1	0	0	1	0	0	0	0	0	hsa-miR-30a-5p	0.0107	0.0744	0.3871	-0.16	-0.16	0.78	2011
GDA	ENST00000358399.3	guanine deaminase 	5	1	0	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0132	0.0922	0.4983	-0.16	-0.16	0.48	2009, 2011
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	2	1	1	0	0	0	0	0	0	hsa-miR-30b-5p	0.0313	0.1772	0.5699	-0.16	-0.41	0.98	2011
