Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
RIMKLA	ENST00000431473.3	ribosomal modification protein rimK-like family member A 	100	1	0	1	0	0	0	0	0	6	hsa-miR-18a-5p	0.0073	0.0502	0.2597	-0.08	-0.30	0.48	2009, 2011
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	1	0	1	0	1	0	0	1	3	hsa-miR-18a-5p	0.0165	0.1191	0.7683	-0.08	-0.08	< 0.1	NULL
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	0	1	1	0	0	1	5	hsa-miR-18a-5p	0.0088	0.0631	0.3793	-0.08	-0.15	< 0.1	NULL
CLCN4	ENST00000380833.4	chloride channel, voltage-sensitive 4 	182	1	0	0	1	0	0	0	0	0	hsa-miR-18a-5p	0.0053	0.0381	0.2305	-0.08	-0.10	< 0.1	2009, 2011
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	1	0	1	0	3	0	0	3	5	hsa-miR-18a-5p	0.0268	0.1939	1.2371	-0.07	-0.08	0.33	2011
NRG2	ENST00000394770.1	neuregulin 2 	9	1	0	1	0	0	0	0	0	2	hsa-miR-18a-5p	0.0084	0.0568	0.2642	-0.07	-0.17	0.33	NULL
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	1	0	0	1	0	1	0	1	hsa-miR-18a-5p	0.0093	0.0643	0.3405	-0.07	-0.20	0.81	2011
MARCH5	ENST00000358935.2	membrane-associated ring finger (C3HC4) 5 	881	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0057	0.0360	0.1267	-0.07	-0.36	< 0.1	2009, 2011
JMY	ENST00000396137.4	junction mediating and regulatory protein, p53 cofactor 	10	1	1	0	0	0	0	0	0	2	hsa-miR-18a-5p	0.0239	0.1454	0.5212	-0.07	-0.14	0.83	2011
UHMK1	ENST00000538489.1	U2AF homology motif (UHM) kinase 1 	48	1	1	0	0	0	0	0	0	2	hsa-miR-18a-5p	0.0155	0.0899	0.3153	-0.07	-0.31	0.80	2011
NEO1	ENST00000261908.6	neogenin 1 	261	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0040	0.0281	0.1649	-0.06	-0.26	0.20	2011
FGF1	ENST00000360966.5	fibroblast growth factor 1 (acidic) 	88	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0038	0.0233	0.0826	-0.06	-0.64	0.55	2011
PNISR	ENST00000369239.5	PNN-interacting serine/arginine-rich protein 	600	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0082	0.0449	0.1181	-0.06	-0.47	0.34	NULL
FAM136A	ENST00000450256.1	family with sequence similarity 136, member A 	490	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0058	0.0394	0.2070	-0.05	-0.49	< 0.1	2005, 2007, 2011
KIAA0232	ENST00000425103.1	KIAA0232 	119	1	0	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0085	0.0599	0.3326	-0.05	-0.06	0.23	NULL
ADAT2	ENST00000606514.1	adenosine deaminase, tRNA-specific 2 	303	1	0	1	0	0	0	0	0	2	hsa-miR-18a-5p	0.0045	0.0313	0.1682	-0.05	-0.31	0.20	2009, 2011
FAM192A	ENST00000309137.8	family with sequence similarity 192, member A 	502	1	0	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0016	0.0114	0.0707	-0.05	-0.29	0.51	2005, 2007, 2009, 2011
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	0	1	0	0	0	0	0	hsa-miR-18a-5p	0.0072	0.0515	0.2990	-0.05	-0.05	< 0.1	2011
CDH6	ENST00000265071.2	cadherin 6, type 2, K-cadherin (fetal kidney) 	213	2	1	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0090	0.0529	0.1842	-0.05	-0.34	0.54	2011
KCMF1	ENST00000409785.4	potassium channel modulatory factor 1 	1285	1	0	1	0	1	0	1	0	1	hsa-miR-18a-5p	0.0044	0.0280	0.1131	-0.05	-0.56	0.84	2009, 2011
TENM4	ENST00000278550.7	teneurin transmembrane protein 4 	34	1	0	1	0	1	0	0	1	3	hsa-miR-18a-5p	0.0131	0.0942	0.5927	-0.04	-0.27	0.28	2011
BRWD1	ENST00000342449.3	bromodomain and WD repeat domain containing 1 	96	1	1	0	0	1	0	0	1	0	hsa-miR-18a-5p	0.0194	0.1324	0.7370	-0.04	-0.39	0.26	2011
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	1	0	1	0	1	0	1	0	2	hsa-miR-18a-5p	0.0099	0.0720	0.4723	-0.04	-0.04	0.26	2009, 2011
ZNF280C	ENST00000370978.4	zinc finger protein 280C 	138	1	0	0	1	0	0	0	0	1	hsa-miR-18a-5p	0.0035	0.0257	0.1757	-0.04	-0.04	< 0.1	2011
GAB2	ENST00000340149.2	GRB2-associated binding protein 2 	627	1	0	0	1	0	0	0	0	1	hsa-miR-18a-5p	0.0072	0.0525	0.3658	-0.04	-0.04	< 0.1	2007
ANK3	ENST00000280772.2	ankyrin 3, node of Ranvier (ankyrin G) 	74	1	0	0	1	0	0	0	0	1	hsa-miR-18a-5p	0.0151	0.1081	0.6631	-0.04	-0.04	< 0.1	2009, 2011
ROBO2	ENST00000461745.1	roundabout, axon guidance receptor, homolog 2 (Drosophila) 	22	1	0	0	1	0	0	0	0	0	hsa-miR-18a-5p	0.0024	0.0173	0.1201	-0.04	-0.04	< 0.1	2007, 2009, 2011
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	1	1	0	0	0	0	0	0	1	hsa-miR-18a-5p	0.0122	0.0765	0.2755	-0.04	-0.09	0.60	2007, 2009, 2011
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	2	0	2	0	0	0	0	0	1	hsa-miR-18a-5p	0.0058	0.0377	0.1515	-0.03	-0.38	0.80	2009, 2011
GDF5OS	ENST00000374375.1	growth differentiation factor 5 opposite strand 	122	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0030	0.0200	0.0864	-0.03	-0.27	0.32	NULL
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	2	1	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0140	0.0951	0.5021	-0.03	-0.52	0.86	2011
VSTM4	ENST00000332853.4	V-set and transmembrane domain containing 4 	59	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0036	0.0213	0.0674	-0.03	-0.37	0.82	NULL
ZBTB44	ENST00000525842.1	zinc finger and BTB domain containing 44 	236	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0076	0.0530	0.2986	-0.03	-0.13	0.46	2009, 2011
PPP6C	ENST00000373547.4	protein phosphatase 6, catalytic subunit 	346	1	0	1	0	0	0	0	0	0	hsa-miR-18b-5p	0.0012	0.0086	0.0493	-0.02	-0.21	0.20	NULL
C14orf166	ENST00000556760.1	chromosome 14 open reading frame 166 	431	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0010	0.0066	0.0323	-0.02	-0.47	0.19	NULL
SMG1	ENST00000446231.2	SMG1 phosphatidylinositol 3-kinase-related kinase 	339	1	1	0	0	0	0	0	0	0	hsa-miR-18a-5p	0.0154	0.1079	0.6025	-0.02	-0.03	< 0.1	2011
LNPEP	ENST00000231368.5	leucyl/cystinyl aminopeptidase 	28	1	0	1	0	0	0	0	0	2	hsa-miR-18b-5p	0.0024	0.0178	0.1234	-0.02	-0.12	0.27	NULL
SIK3	ENST00000375300.1	SIK family kinase 3 	134	1	0	1	0	1	0	1	0	0	hsa-miR-18a-5p	0.0030	0.0193	0.0902	-0.02	-0.41	0.76	2009, 2011
YWHAB	ENST00000353703.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide 	272	1	0	0	1	1	0	1	0	1	hsa-miR-18b-5p	0.0007	0.0053	0.0339	-0.02	-0.37	< 0.1	2011
RASAL2	ENST00000448150.3	RAS protein activator like 2 	950	1	0	0	1	1	0	0	1	7	hsa-miR-18a-5p	0.0104	0.0752	0.4961	-0.02	-0.05	< 0.1	2011
MEF2D	ENST00000464356.2	myocyte enhancer factor 2D 	759	1	0	1	0	0	0	0	0	2	hsa-miR-18a-5p	0.0007	0.0047	0.0325	-0.02	-0.25	0.52	2005, 2007, 2009, 2011
CCDC171	ENST00000380701.3	coiled-coil domain containing 171 	25	1	1	0	0	0	0	0	0	1	hsa-miR-18b-5p	0.0063	0.0386	0.1801	-0.02	-0.16	0.38	NULL
CDS2	ENST00000460006.1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 	782	1	0	1	0	1	1	0	0	4	hsa-miR-18a-5p	0.0020	0.0143	0.0811	-0.02	-0.18	0.33	NULL
SLC35E1	ENST00000595753.1	solute carrier family 35, member E1 	4273	1	0	0	1	0	0	0	0	1	hsa-miR-18a-5p	0.0015	0.0111	0.0740	-0.01	-0.07	< 0.1	2009, 2011
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	2	2	0	0	1	0	0	1	7	hsa-miR-18a-5p	0.0021	0.0146	0.0947	-0.01	-0.39	0.97	NULL
HCN4	ENST00000261917.3	hyperpolarization activated cyclic nucleotide-gated potassium channel 4 	19	1	0	0	1	0	0	0	0	1	hsa-miR-18a-5p	0.0033	0.0242	0.1660	-0.01	-0.01	< 0.1	2005, 2007
GPSM2	ENST00000406462.2	G-protein signaling modulator 2 	227	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0027	0.0196	0.1366	-0.01	-0.20	0.19	NULL
UQCRB	ENST00000287022.5	ubiquinol-cytochrome c reductase binding protein 	1173	1	0	0	1	1	0	1	0	0	hsa-miR-18a-5p	0.0005	0.0039	0.0266	-0.01	-0.37	< 0.1	2009, 2011
PTPMT1	ENST00000426530.2	protein tyrosine phosphatase, mitochondrial 1 	6893	1	1	0	0	1	0	0	1	1	hsa-miR-18a-5p	0.0006	0.0039	0.0164	-0.01	-0.51	< 0.1	NULL
FUBP1	ENST00000370767.1	far upstream element (FUSE) binding protein 1 	2021	1	0	0	1	0	0	0	0	0	hsa-miR-18a-5p	0.0084	0.0599	0.3541	0	-0.01	< 0.1	NULL
GTDC1	ENST00000392869.2	glycosyltransferase-like domain containing 1 	241	1	0	1	0	1	0	0	1	4	hsa-miR-18a-5p	0.0010	0.0070	0.0442	0	-0.06	0.20	NULL
CLCC1	ENST00000356970.2	chloride channel CLIC-like 1 	849	1	1	0	0	0	0	0	0	1	hsa-miR-18a-5p	0.0007	0.0035	0.0089	0	-0.27	0.63	2007, 2009, 2011
GRWD1	ENST00000253237.5	glutamate-rich WD repeat containing 1 	2673	1	1	0	0	1	0	0	1	2	hsa-miR-18a-5p	0.0004	0.0023	0.0100	0	-0.36	0.71	NULL
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	1	0	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0002	0.0015	0.0050	0	-0.20	0.38	NULL
FAM166B	ENST00000399742.2	family with sequence similarity 166, member B 	5	1	0	1	0	0	0	0	0	0	hsa-miR-18a-5p	0.0033	0.0242	0.1650	0	-0.51	0.63	2011
PHAX	ENST00000297540.4	phosphorylated adaptor for RNA export 	309	1	0	1	0	0	0	0	0	1	hsa-miR-18a-5p	0.0002	0.0014	0.0093	0	-0.10	0.32	NULL
RNF19B	ENST00000356990.5	ring finger protein 19B 	45	1	0	0	1	0	0	0	0	0	hsa-miR-18a-5p	0.0003	0.0020	0.0140	0	-0.01	< 0.1	NULL
COLEC10	ENST00000332843.2	collectin sub-family member 10 (C-type lectin) 	5	1	0	0	1	3	0	0	3	1	hsa-miR-18a-5p	0.0000	0.0003	0.0016	0	-0.08	< 0.1	NULL
