Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
TIAM1	ENST00000286827.3	T-cell lymphoma invasion and metastasis 1 	20	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0686	0.4005	1.4297	-0.27	-0.27	0.52	2009, 2011
TOM1	ENST00000382034.5	target of myb1 (chicken) 	309	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0170	0.1198	0.6839	-0.27	-0.27	< 0.1	NULL
FBXW7	ENST00000281708.4	F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase 	12	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0423	0.2528	0.8207	-0.27	-0.27	0.60	2007, 2009, 2011
NBR1	ENST00000542611.1	neighbor of BRCA1 gene 1 	1982	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0906	0.5209	1.5657	-0.27	-0.28	< 0.1	NULL
WAPAL	ENST00000298767.5	wings apart-like homolog (Drosophila) 	185	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1017	0.4557	0.9638	-0.27	-0.30	0.53	2011
FAM89B	ENST00000449319.2	family with sequence similarity 89, member B 	289	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0356	0.2141	0.6681	-0.27	-0.27	0.44	2011
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	2	0	2	0	1	0	1	0	2	hsa-miR-22-3p	0.0582	0.3688	1.4535	-0.27	-0.39	0.80	2009, 2011
NFYA	ENST00000341376.6	nuclear transcription factor Y, alpha 	177	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.1709	0.5073	0.7169	-0.27	-0.39	0.67	2005, 2007, 2009, 2011
EXOC5	ENST00000413566.2	exocyst complex component 5 	242	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.1268	0.5730	1.3298	-0.27	-0.27	0.54	2011
GABBR2	ENST00000259455.2	gamma-aminobutyric acid (GABA) B receptor, 2 	214	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0826	0.4532	1.4607	-0.27	-0.27	0.55	2007, 2009, 2011
CAMK2G	ENST00000351293.3	calcium/calmodulin-dependent protein kinase II gamma 	14	1	0	1	0	1	0	0	1	1	hsa-miR-22-3p	0.0715	0.4274	1.4984	-0.27	-0.27	0.42	NULL
FAM117A	ENST00000240364.2	family with sequence similarity 117, member A 	185	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0275	0.1922	1.0220	-0.27	-0.36	0.45	2009, 2011
TNFRSF13C	ENST00000291232.3	tumor necrosis factor receptor superfamily, member 13C 	36	1	0	1	0	2	0	2	0	1	hsa-miR-22-3p	0.0579	0.3823	1.6368	-0.27	-0.33	0.84	NULL
TP53	ENST00000420246.2	tumor protein p53 	836	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0324	0.2121	0.9116	-0.27	-0.27	0.43	2011
RAP2B	ENST00000323534.2	RAP2B, member of RAS oncogene family 	594	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0566	0.3082	0.7791	-0.27	-0.27	0.47	NULL
AC006486.1	ENST00000378108.1		5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0309	0.1924	0.6666	-0.27	-0.27	0.57	NULL
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	0	1	0	0	0	0	0	3	hsa-miR-22-3p	0.0721	0.4776	2.0646	-0.27	-0.27	0.42	2005, 2007, 2009, 2011
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0771	0.4087	1.1870	-0.27	-0.28	0.90	2005, 2007, 2009, 2011
SV2A	ENST00000369146.3	synaptic vesicle glycoprotein 2A 	10	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.1075	0.5453	1.5992	-0.27	-0.27	0.63	2005, 2007, 2009, 2011
STK39	ENST00000355999.4	serine threonine kinase 39 	266	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0542	0.2853	0.7402	-0.26	-0.35	0.60	2005, 2007, 2009, 2011
DLGAP2	ENST00000421627.2	discs, large (Drosophila) homolog-associated protein 2 	5	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.1648	0.7952	2.4725	-0.26	-0.26	0.75	2009, 2011
KCNE1L	ENST00000372101.2	KCNE1-like 	9	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0371	0.2267	0.7665	-0.26	-0.26	0.50	2009, 2011
CISH	ENST00000443053.2	cytokine inducible SH2-containing protein 	19	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0524	0.2997	0.8862	-0.26	-0.26	0.43	NULL
AP1S1	ENST00000337619.5	adaptor-related protein complex 1, sigma 1 subunit 	750	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0345	0.2145	0.7801	-0.26	-0.27	0.41	NULL
ASCL1	ENST00000266744.3	achaete-scute complex homolog 1 (Drosophila) 	5	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0531	0.3433	1.3845	-0.26	-0.26	0.50	2005, 2007, 2009, 2011
RNF215	ENST00000382363.3	ring finger protein 215 	207	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0225	0.1480	0.6178	-0.26	-0.26	0.42	NULL
SLC24A4	ENST00000393265.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	5	1	0	1	0	2	0	2	0	3	hsa-miR-22-3p	0.0434	0.2844	1.2389	-0.26	-0.54	0.55	NULL
CENPB	ENST00000379751.4	centromere protein B, 80kDa 	4684	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0399	0.2627	1.1721	-0.26	-0.26	0.53	NULL
MAP3K12	ENST00000267079.2	mitogen-activated protein kinase kinase kinase 12 	61	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0471	0.2730	0.8687	-0.26	-0.29	0.50	2005, 2007, 2011
HNRNPA3	ENST00000411529.2	heterogeneous nuclear ribonucleoprotein A3 	329	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0323	0.2177	0.9897	-0.26	-0.26	0.54	2009, 2011
TMPRSS11A	ENST00000508048.1	transmembrane protease, serine 11A 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0350	0.2111	0.6642	-0.26	-0.26	0.55	NULL
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0862	0.4469	1.2180	-0.25	-0.25	0.67	2005, 2007, 2009, 2011
AMMECR1L	ENST00000272647.5	AMMECR1-like 	21	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0799	0.3951	0.8797	-0.25	-0.25	0.48	2011
MAPK10	ENST00000395169.3	mitogen-activated protein kinase 10 	5	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0549	0.3401	1.1771	-0.25	-0.25	0.49	2011
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	0	1	0	2	0	2	0	2	hsa-miR-22-3p	0.0605	0.3398	0.9789	-0.25	-0.53	0.62	NULL
CIITA	ENST00000324288.8	class II, major histocompatibility complex, transactivator 	5	1	0	1	0	2	0	2	0	1	hsa-miR-22-3p	0.2107	1.0334	3.1495	-0.25	-0.25	0.74	2011
CEBPD	ENST00000408965.3	CCAAT/enhancer binding protein (C/EBP), delta 	61	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0440	0.2649	0.8955	-0.25	-0.25	0.54	2009, 2011
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0449	0.3050	1.4589	-0.25	-0.26	0.43	2011
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0544	0.3055	0.8675	-0.25	-0.25	0.50	2005, 2007, 2009
SMG7	ENST00000367537.3	SMG7 nonsense mediated mRNA decay factor 	305	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0471	0.3186	1.5204	-0.25	-0.25	0.44	NULL
CERK	ENST00000216264.8	ceramide kinase 	123	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0519	0.3217	1.2422	-0.25	-0.27	0.55	2011
AL589765.1	ENST00000442233.2	Uncharacterized protein; cDNA FLJ36032 fis, clone TESTI2017069  	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0321	0.1970	0.6445	-0.25	-0.25	< 0.1	NULL
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0630	0.3874	1.3969	-0.25	-0.34	0.52	2011
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0505	0.2818	0.8082	-0.25	-0.29	0.65	2011
PPM1L	ENST00000498165.1	protein phosphatase, Mg2+/Mn2+ dependent, 1L 	59	1	0	1	0	0	0	0	0	4	hsa-miR-22-3p	0.0651	0.4245	1.9000	-0.25	-0.30	0.58	2009, 2011
MYCL	ENST00000397332.2	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog 	10	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0392	0.2626	1.1821	-0.25	-0.25	0.54	2007, 2009, 2011
B4GALT5	ENST00000371711.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 	1000	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0385	0.2502	0.9989	-0.25	-0.25	0.54	2009, 2011
TMOD3	ENST00000308580.7	tropomodulin 3 (ubiquitous) 	1533	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0774	0.4364	1.3623	-0.25	-0.29	0.42	NULL
ARHGAP19-SLIT1	ENST00000453547.2	ARHGAP19-SLIT1 readthrough (NMD candidate) 	15	1	1	0	0	3	1	2	0	4	hsa-miR-22-3p	0.1035	0.6876	3.1449	-0.24	-0.24	< 0.1	NULL
SCAMP1	ENST00000538629.1	secretory carrier membrane protein 1 	816	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0310	0.1980	0.7726	-0.24	-0.25	0.46	2009
MAT2A	ENST00000306434.3	methionine adenosyltransferase II, alpha 	8	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0824	0.3345	0.6026	-0.24	-0.41	0.52	2005, 2007, 2009
SNAP91	ENST00000521485.1	synaptosomal-associated protein, 91kDa 	68	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0701	0.4522	1.9059	-0.24	-0.24	0.53	2005, 2007, 2009, 2011
IFFO2	ENST00000455833.2	intermediate filament family orphan 2 	139	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0700	0.4435	1.8395	-0.24	-0.29	0.43	2011
HERPUD2	ENST00000396081.1	HERPUD family member 2 	30	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0778	0.3303	0.7105	-0.24	-0.47	0.88	2007, 2009, 2011
ETV1	ENST00000430479.1	ets variant 1 	160	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0649	0.3374	0.9527	-0.24	-0.34	0.83	2009, 2011
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0642	0.3297	0.8567	-0.24	-0.32	0.49	NULL
ACLY	ENST00000352035.2	ATP citrate lyase 	5900	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0411	0.2644	1.0378	-0.24	-0.27	0.43	2011
FBRS	ENST00000356166.6	fibrosin 	1334	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0718	0.4333	1.6550	-0.24	-0.25	0.46	2005, 2007, 2011
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	1	0	0	1	0	1	0	0	hsa-miR-22-3p	0.0949	0.5719	2.1143	-0.24	-0.24	0.47	2009, 2011
CNTROB	ENST00000380255.3	centrobin, centrosomal BRCA2 interacting protein 	338	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0546	0.3134	0.9775	-0.24	-0.24	< 0.1	NULL
SLC48A1	ENST00000442218.2	solute carrier family 48 (heme transporter), member 1 	470	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0146	0.1001	0.4853	-0.24	-0.24	0.47	2011
TMEM33	ENST00000504986.1	transmembrane protein 33 	1470	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0640	0.3184	0.8588	-0.24	-0.37	0.55	2011
SLC16A2	ENST00000587091.1	solute carrier family 16, member 2 (thyroid hormone transporter) 	22	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0599	0.3267	0.8652	-0.24	-0.24	0.55	2005, 2007, 2009, 2011
KIAA1211L	ENST00000397899.2	KIAA1211-like 	7	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0227	0.1511	0.6698	-0.24	-0.24	0.43	2009, 2011
WDTC1	ENST00000319394.3	WD and tetratricopeptide repeats 1 	137	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0992	0.4640	1.0249	-0.23	-0.23	0.56	2005, 2007, 2009, 2011
PLBD2	ENST00000280800.3	phospholipase B domain containing 2 	1144	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0298	0.1900	0.7302	-0.23	-0.23	0.45	NULL
TAGLN	ENST00000532870.1	transgelin 	225	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0195	0.1359	0.7159	-0.23	-0.23	0.42	2005, 2007, 2009, 2011
FAM53C	ENST00000513056.1	family with sequence similarity 53, member C 	592	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0331	0.2257	1.0901	-0.23	-0.24	0.54	2005, 2007
LPP	ENST00000312675.4	LIM domain containing preferred translocation partner in lipoma 	1894	1	0	1	0	1	0	0	1	3	hsa-miR-22-3p	0.2294	1.1072	3.4796	-0.23	-0.23	0.74	2005, 2007, 2009, 2011
ADAM11	ENST00000200557.6	ADAM metallopeptidase domain 11 	32	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0533	0.3170	1.1004	-0.23	-0.23	0.54	2005, 2007, 2009, 2011
RAB5B	ENST00000553116.1	RAB5B, member RAS oncogene family 	14	2	1	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0685	0.3266	0.7867	-0.23	-0.83	0.95	2005, 2007, 2009, 2011
GPR107	ENST00000372410.3	G protein-coupled receptor 107 	1429	1	0	1	0	0	0	0	0	4	hsa-miR-22-3p	0.0743	0.4526	1.7673	-0.23	-0.23	0.66	2009, 2011
SAMD12	ENST00000409003.4	sterile alpha motif domain containing 12 	57	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0340	0.2257	1.0130	-0.23	-0.23	0.47	2011
CA7	ENST00000394069.3	carbonic anhydrase VII 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0165	0.1126	0.5416	-0.23	-0.23	0.45	2011
DPYSL3	ENST00000398514.3	dihydropyrimidinase-like 3 	5209	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0665	0.4199	1.6005	-0.23	-0.24	0.66	2005, 2007, 2011
SLC24A2	ENST00000341998.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 	5	1	0	1	0	3	0	1	2	3	hsa-miR-22-3p	0.1170	0.7450	3.0888	-0.23	-0.23	0.70	2011
PRELP	ENST00000343110.2	proline/arginine-rich end leucine-rich repeat protein 	5	1	0	1	0	0	0	0	0	4	hsa-miR-22-3p	0.0972	0.5592	2.0589	-0.23	-0.23	0.42	NULL
TGM6	ENST00000381423.1	transglutaminase 6 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0185	0.1228	0.5201	-0.23	-0.23	< 0.1	NULL
BCL9	ENST00000234739.3	B-cell CLL/lymphoma 9 	70	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0514	0.3034	1.0572	-0.23	-0.26	0.57	2005, 2007, 2011
CDC14A	ENST00000370125.2	cell division cycle 14A 	123	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0452	0.2712	0.9052	-0.23	-0.23	< 0.1	NULL
MACROD2	ENST00000217246.4	MACRO domain containing 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0423	0.2582	0.9120	-0.23	-0.23	0.49	2007, 2009, 2011
RPS9	ENST00000441429.1	ribosomal protein S9 	54	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0195	0.1286	0.5289	-0.22	-0.22	0.56	NULL
MECOM	ENST00000460814.1	MDS1 and EVI1 complex locus 	138	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0717	0.3999	1.2642	-0.22	-0.23	0.60	2009, 2011
ULK2	ENST00000395544.4	unc-51 like autophagy activating kinase 2 	489	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0395	0.2569	1.1186	-0.22	-0.24	0.70	2005, 2007, 2011
UNC79	ENST00000553484.1	unc-79 homolog (C. elegans) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0977	0.4822	1.2648	-0.22	-0.22	0.43	NULL
SOCS2	ENST00000548537.1	suppressor of cytokine signaling 2 	89	1	0	0	1	0	0	0	0	1	hsa-miR-22-3p	0.0523	0.3163	1.1019	-0.22	-0.22	0.46	2005, 2007, 2009, 2011
DUSP13	ENST00000372702.3	dual specificity phosphatase 13 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0175	0.1192	0.5773	-0.22	-0.22	< 0.1	NULL
USP8	ENST00000396444.3	ubiquitin specific peptidase 8 	109	1	1	0	0	0	0	0	0	0	hsa-miR-22-3p	0.0372	0.2358	0.9499	-0.22	-0.26	< 0.1	2011
THSD7A	ENST00000423059.4	thrombospondin, type I, domain containing 7A 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0775	0.4437	1.4881	-0.22	-0.22	0.75	2011
PDAP1	ENST00000350498.3	PDGFA associated protein 1 	208	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0442	0.2638	0.8684	-0.22	-0.22	0.60	2005, 2007
NAA10	ENST00000370015.4	N(alpha)-acetyltransferase 10, NatA catalytic subunit 	960	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0305	0.1930	0.7033	-0.21	-0.27	< 0.1	NULL
ICOSLG	ENST00000407780.3	inducible T-cell co-stimulator ligand 	47	1	0	1	0	1	1	0	0	4	hsa-miR-22-3p	0.0597	0.3388	1.0387	-0.21	-0.24	0.42	NULL
TNKS2	ENST00000371627.4	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 	205	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0673	0.4332	1.8548	-0.21	-0.29	0.11	2005, 2007
EP300	ENST00000263253.7	E1A binding protein p300 	785	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0410	0.2616	1.0876	-0.21	-0.22	0.59	2005, 2007, 2009, 2011
GALNT3	ENST00000392701.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3) 	40	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0213	0.1387	0.5434	-0.21	-0.21	0.49	2005, 2007
CAMTA2	ENST00000358183.4	calmodulin binding transcription activator 2 	424	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0461	0.2756	0.9268	-0.21	-0.21	0.48	2011
ACVR1B	ENST00000257963.4	activin A receptor, type IB 	3319	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0385	0.2321	0.7505	-0.21	-0.21	0.42	2009, 2011
PHF13	ENST00000377648.4	PHD finger protein 13 	1207	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0221	0.1429	0.5512	-0.21	-0.21	0.55	2005, 2007, 2009, 2011
KAT6A	ENST00000265713.2	K(lysine) acetyltransferase 6A 	21	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0336	0.2351	1.3392	-0.21	-0.31	0.59	2009, 2011
UBALD1	ENST00000590965.1	UBA-like domain containing 1 	41	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0191	0.1343	0.7539	-0.21	-0.21	0.45	2007, 2009, 2011
FAM96A	ENST00000557835.1	family with sequence similarity 96, member A 	191	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0353	0.2185	0.7748	-0.21	-0.21	< 0.1	NULL
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0709	0.3747	0.9824	-0.21	-0.44	0.72	NULL
RNF150	ENST00000515673.2	ring finger protein 150 	518	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0672	0.3473	0.7973	-0.21	-0.21	0.56	2009, 2011
CTIF	ENST00000256413.3	CBP80/20-dependent translation initiation factor 	154	2	0	2	0	2	0	2	0	1	hsa-miR-22-3p	0.0475	0.3106	1.4262	-0.20	-0.43	0.89	2005, 2007, 2009, 2011
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	1	0	1	0	1	0	1	0	2	hsa-miR-22-3p	0.0799	0.5257	2.3822	-0.20	-0.23	0.62	2005, 2007
ZNF106	ENST00000263805.4	zinc finger protein 106 	406	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0293	0.1913	0.8141	-0.20	-0.20	0.54	2009, 2011
PIANP	ENST00000534837.1	PILR alpha associated neural protein 	8	1	0	1	0	1	1	0	0	0	hsa-miR-22-3p	0.0349	0.2224	0.8250	-0.20	-0.28	0.42	NULL
SLC9A1	ENST00000263980.3	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1 	147	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0752	0.4187	1.3168	-0.20	-0.20	0.61	2005, 2007, 2009, 2011
CACNG3	ENST00000005284.3	calcium channel, voltage-dependent, gamma subunit 3 	5	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0249	0.1597	0.6088	-0.20	-0.20	0.46	2011
HNRNPH1	ENST00000393432.4	heterogeneous nuclear ribonucleoprotein H1 (H) 	34	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0165	0.1154	0.6250	-0.20	-0.20	< 0.1	2005, 2007, 2009, 2011
ADNP	ENST00000371602.4	activity-dependent neuroprotector homeobox 	635	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0407	0.2661	1.1042	-0.20	-0.20	0.53	NULL
FBXO34	ENST00000313833.4	F-box protein 34 	80	1	0	0	1	0	0	0	0	0	hsa-miR-22-3p	0.0599	0.3340	0.9730	-0.20	-0.20	0.51	2011
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	0	1	0	1	0	0	1	0	hsa-miR-22-3p	0.0576	0.3181	1.0871	-0.20	-0.38	0.79	2005, 2007, 2009, 2011
UBE2N	ENST00000550657.1	ubiquitin-conjugating enzyme E2N 	321	1	0	0	1	0	0	0	0	2	hsa-miR-22-3p	0.0214	0.1430	0.6439	-0.20	-0.24	0.54	2005, 2007, 2009, 2005, 2007, 2009, 2011
PHC1	ENST00000433083.2	polyhomeotic homolog 1 (Drosophila) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0361	0.2323	0.9616	-0.20	-0.20	0.50	2009, 2011
CCDC152	ENST00000361970.5	coiled-coil domain containing 152 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0394	0.2483	0.9469	-0.20	-0.20	< 0.1	NULL
PDK3	ENST00000441463.2	pyruvate dehydrogenase kinase, isozyme 3 	659	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0892	0.4503	1.1854	-0.20	-0.36	0.61	2011
IL6R	ENST00000344086.4	interleukin 6 receptor 	13	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0504	0.3226	1.3419	-0.19	-0.28	0.53	2011
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	1	1	0	0	0	0	0	0	2	hsa-miR-22-3p	0.0871	0.4973	1.6792	-0.19	-0.19	0.74	2009, 2011
AMOT	ENST00000304758.1	angiomotin 	515	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0622	0.3635	1.3878	-0.19	-0.26	0.50	2005, 2007, 2009, 2011
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0652	0.4048	1.5743	-0.19	-0.20	0.41	NULL
PHACTR4	ENST00000373839.3	phosphatase and actin regulator 4 	85	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0582	0.3082	0.7434	-0.19	-0.21	0.56	NULL
ARHGAP27	ENST00000532038.1	Rho GTPase activating protein 27 	5	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0404	0.2439	0.8137	-0.19	-0.19	0.44	NULL
ONECUT1	ENST00000560699.2	one cut homeobox 1 	10	1	0	1	0	0	0	0	0	1	hsa-miR-22-3p	0.0143	0.1011	0.5808	-0.19	-0.19	< 0.1	NULL
LRRC1	ENST00000370888.1	leucine rich repeat containing 1 	343	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0533	0.2458	0.5708	-0.19	-0.43	0.83	2005, 2007, 2009, 2011
CSRNP3	ENST00000314499.7	cysteine-serine-rich nuclear protein 3 	24	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0764	0.4458	1.5730	-0.19	-0.19	0.49	2011
ZFP91	ENST00000316059.6	ZFP91 zinc finger protein 	688	1	0	1	0	1	0	1	0	1	hsa-miR-22-3p	0.0526	0.3123	1.0765	-0.19	-0.53	0.64	2005, 2007, 2011
DUSP16	ENST00000298573.4	dual specificity phosphatase 16 	444	1	0	1	0	0	0	0	0	2	hsa-miR-22-3p	0.0491	0.2929	1.1688	-0.19	-0.39	0.63	2011
SLC35F6	ENST00000344420.5	solute carrier family 35, member F6 	272	1	0	1	0	0	0	0	0	0	hsa-miR-22-3p	0.0243	0.1562	0.5926	-0.19	-0.19	0.49	2011
SKI	ENST00000378536.4	v-ski avian sarcoma viral oncogene homolog 	613	1	0	0	1	2	0	2	0	2	hsa-miR-22-3p	0.0488	0.3307	1.5541	-0.19	-0.24	0.66	2011
PHF15	ENST00000402835.1	PHD finger protein 15 	387	1	0	1	0	1	0	1	0	0	hsa-miR-22-3p	0.0544	0.3144	1.0745	-0.19	-0.25	0.21	NULL
OLFML2A	ENST00000288815.5	olfactomedin-like 2A 	155	1	0	1	0	1	0	1	0	5	hsa-miR-22-3p	0.0739	0.5022	2.4299	-0.19	-0.19	0.72	2007, 2009, 2011
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	0	1	0	1	0	1	0	5	hsa-miR-22-3p	0.0491	0.3411	1.8130	-0.19	-0.21	0.67	2005, 2007, 2011
NR3C1	ENST00000394464.2	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) 	682	1	1	0	0	0	0	0	0	1	hsa-miR-22-3p	0.0221	0.1537	0.8012	-0.19	-0.20	0.43	2005, 2007, 2009, 2011
