Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
WDR5B	ENST00000330689.4	WD repeat domain 5B 	23	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.16	N/A
DIS3	ENST00000377767.4	DIS3 mitotic control homolog (S. cerevisiae) 	140	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.15	N/A
ZC3H14	ENST00000251038.5	zinc finger CCCH-type containing 14 	395	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.17	N/A
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.14	N/A
PCSK9	ENST00000302118.5	proprotein convertase subtilisin/kexin type 9 	2345	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.15	N/A
TTLL7	ENST00000260505.8	tubulin tyrosine ligase-like family, member 7 	93	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.21	N/A
ABCG1	ENST00000398457.2	ATP-binding cassette, sub-family G (WHITE), member 1 	64	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.23	N/A
TRIM27	ENST00000377194.3	tripartite motif containing 27 	492	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.18	N/A
SOD2	ENST00000538183.2	superoxide dismutase 2, mitochondrial 	993	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.22	N/A
TIMM9	ENST00000395159.2	translocase of inner mitochondrial membrane 9 homolog (yeast) 	539	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.39	N/A
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.13	N/A
ARSG	ENST00000448504.2	arylsulfatase G 	73	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.20	N/A
CPSF6	ENST00000435070.2	cleavage and polyadenylation specific factor 6, 68kDa 	5819	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.16	N/A
UGT3A1	ENST00000274278.3	UDP glycosyltransferase 3 family, polypeptide A1 	90	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.16	N/A
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.18	N/A
PAK1IP1	ENST00000379568.3	PAK1 interacting protein 1 	135	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.12	N/A
GEMIN4	ENST00000319004.5	gem (nuclear organelle) associated protein 4 	339	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.28	N/A
MAML2	ENST00000524717.1	mastermind-like 2 (Drosophila) 	104	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.17	N/A
FUNDC2	ENST00000369498.3	FUN14 domain containing 2 	130	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.20	N/A
IMP4	ENST00000409935.1	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) 	955	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.27	N/A
VGLL3	ENST00000398399.2	vestigial like 3 (Drosophila) 	187	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.25	N/A
MPC2	ENST00000367846.4	mitochondrial pyruvate carrier 2 	1594	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.29	N/A
PLA2G12A	ENST00000243501.5	phospholipase A2, group XIIA 	214	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.27	N/A
MYO1E	ENST00000288235.4	myosin IE 	198	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.24	N/A
C1orf27	ENST00000287859.6	chromosome 1 open reading frame 27 	222	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.26	N/A
ITM2B	ENST00000378565.5	integral membrane protein 2B 	10367	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.27	N/A
XPR1	ENST00000367590.4	xenotropic and polytropic retrovirus receptor 1 	544	1	0	1	0	0	hsa-let-7d-3p				-0.01	-0.10	N/A
TP53RK	ENST00000372102.3	TP53 regulating kinase 	186	1	0	0	1	0	hsa-let-7d-3p				-0.01	-0.26	N/A
TSPAN14	ENST00000429989.3	tetraspanin 14 	239	1	1	0	0	0	hsa-let-7d-3p				-0.01	-0.27	N/A
ERBB2	ENST00000584450.1	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 	511	1	0	0	1	0	hsa-let-7d-3p				0	-0.29	N/A
RAB33B	ENST00000305626.5	RAB33B, member RAS oncogene family 	270	1	0	0	1	0	hsa-let-7d-3p				0	-0.29	N/A
SP3	ENST00000310015.6	Sp3 transcription factor 	285	1	0	0	1	1	hsa-let-7d-3p				0	-0.26	N/A
ZFP14	ENST00000270001.7	ZFP14 zinc finger protein 	109	1	0	0	1	0	hsa-let-7d-3p				0	-0.17	N/A
ATG12	ENST00000500945.2	autophagy related 12 	1822	1	1	0	0	0	hsa-let-7d-3p				0	-0.65	N/A
PDE8B	ENST00000264917.5	phosphodiesterase 8B 	186	1	0	0	1	0	hsa-let-7d-3p				0	-0.17	N/A
ATG5	ENST00000360666.4	autophagy related 5 	1078	1	0	0	1	0	hsa-let-7d-3p				0	-0.33	N/A
ANXA7	ENST00000372921.5	annexin A7 	1433	1	0	0	1	0	hsa-let-7d-3p				0	-0.36	N/A
SCN9A	ENST00000409672.1	sodium channel, voltage-gated, type IX, alpha subunit 	240	1	0	0	1	0	hsa-let-7d-3p				0	-0.15	N/A
METTL10	ENST00000368836.2	methyltransferase like 10 	919	1	0	0	1	0	hsa-let-7d-3p				0	-0.20	N/A
TMTC3	ENST00000266712.6	transmembrane and tetratricopeptide repeat containing 3 	406	1	0	0	1	0	hsa-let-7d-3p				0	-0.21	N/A
AKIRIN1	ENST00000432648.3	akirin 1 	798	1	0	0	1	0	hsa-let-7d-3p				0	-0.23	N/A
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	1	0	1	hsa-let-7d-3p				0	-0.12	N/A
CSGALNACT2	ENST00000374466.3	chondroitin sulfate N-acetylgalactosaminyltransferase 2 	128	1	0	0	1	0	hsa-let-7d-3p				0	-0.27	N/A
BOD1	ENST00000311086.4	biorientation of chromosomes in cell division 1 	1465	1	0	0	1	0	hsa-let-7d-3p				0	-0.21	N/A
TMEM106B	ENST00000396667.3	transmembrane protein 106B 	615	1	1	0	0	0	hsa-let-7d-3p				0	-0.35	N/A
RRM1	ENST00000300738.5	ribonucleotide reductase M1 	2673	1	1	0	0	0	hsa-let-7d-3p				0	-0.29	N/A
RFX2	ENST00000303657.5	regulatory factor X, 2 (influences HLA class II expression) 	148	1	0	1	0	0	hsa-let-7d-3p				0	-0.07	N/A
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	1	1	0	0	0	hsa-let-7d-3p				0	-0.32	N/A
PDCD10	ENST00000392750.2	programmed cell death 10 	638	1	0	1	0	0	hsa-let-7d-3p				0	-0.30	N/A
SLC25A4	ENST00000281456.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 	1169	1	1	0	0	0	hsa-let-7d-3p				0	-0.37	N/A
HNRNPA0	ENST00000314940.4	heterogeneous nuclear ribonucleoprotein A0 	22668	1	1	0	0	1	hsa-let-7d-3p				0	-0.43	N/A
TIMMDC1	ENST00000494664.1	translocase of inner mitochondrial membrane domain containing 1 	2305	1	0	1	0	0	hsa-let-7d-3p				0	-0.36	N/A
CHRNA5	ENST00000299565.5	cholinergic receptor, nicotinic, alpha 5 (neuronal) 	903	1	0	1	0	0	hsa-let-7d-3p				0	-0.24	N/A
CDK17	ENST00000543119.2	cyclin-dependent kinase 17 	475	1	0	0	1	0	hsa-let-7d-3p				0	-0.29	N/A
NUDCD3	ENST00000355451.7	NudC domain containing 3 	659	1	0	0	1	0	hsa-let-7d-3p				0	-0.16	N/A
ATG7	ENST00000354449.3	autophagy related 7 	1467	1	0	0	1	0	hsa-let-7d-3p				0	-0.20	N/A
TFG	ENST00000240851.4	TRK-fused gene 	2164	1	0	0	1	0	hsa-let-7d-3p				0	-0.29	N/A
TM9SF3	ENST00000371142.4	transmembrane 9 superfamily member 3 	1030	1	0	1	0	0	hsa-let-7d-3p				0	-0.11	N/A
STX7	ENST00000367941.2	syntaxin 7 	1395	1	0	0	1	0	hsa-let-7d-3p				0	-0.11	N/A
EIF4E	ENST00000450253.2	eukaryotic translation initiation factor 4E 	876	1	0	1	0	0	hsa-let-7d-3p				0	-0.18	N/A
XPO4	ENST00000400602.2	exportin 4 	718	1	0	0	1	0	hsa-let-7d-3p				0	-0.15	N/A
FAM98B	ENST00000397609.2	family with sequence similarity 98, member B 	850	1	0	0	1	0	hsa-let-7d-3p				0	-0.16	N/A
CDH19	ENST00000540086.1	cadherin 19, type 2 	5	1	1	0	0	0	hsa-let-7d-3p				0	-0.53	N/A
DCUN1D5	ENST00000260247.5	DCN1, defective in cullin neddylation 1, domain containing 5 	1486	2	0	0	2	0	hsa-let-7d-3p				0	-0.33	N/A
PDK1	ENST00000282077.3	pyruvate dehydrogenase kinase, isozyme 1 	637	1	0	1	0	1	hsa-let-7d-3p				0	-0.11	N/A
NBPF10	ENST00000369339.3	neuroblastoma breakpoint family, member 10 	5	1	1	0	0	0	hsa-let-7d-3p				0	-0.44	N/A
HDAC2	ENST00000519065.1	histone deacetylase 2 	1701	1	0	0	1	0	hsa-let-7d-3p				0	-0.28	N/A
DNAJC10	ENST00000264065.7	DnaJ (Hsp40) homolog, subfamily C, member 10 	709	1	0	1	0	0	hsa-let-7d-3p				0	-0.05	N/A
G3BP2	ENST00000395719.3	GTPase activating protein (SH3 domain) binding protein 2 	4413	1	0	0	1	0	hsa-let-7d-3p				0	-0.26	N/A
NCKAP1	ENST00000361354.4	NCK-associated protein 1 	700	1	0	0	1	0	hsa-let-7d-3p				0	-0.09	N/A
CANX	ENST00000247461.4	calnexin 	17053	1	1	0	0	0	hsa-let-7d-3p				0	-0.39	N/A
TCEAL6	ENST00000372774.3	transcription elongation factor A (SII)-like 6 	5	1	0	1	0	0	hsa-let-7d-3p				0	-0.31	N/A
MOBP	ENST00000420739.1	myelin-associated oligodendrocyte basic protein 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.25	N/A
ZFYVE16	ENST00000338008.5	zinc finger, FYVE domain containing 16 	388	1	0	1	0	0	hsa-let-7d-3p				0	-0.13	N/A
SPATS2	ENST00000553127.1	spermatogenesis associated, serine-rich 2 	779	1	0	0	1	0	hsa-let-7d-3p				0	-0.15	N/A
SIGLEC14	ENST00000360844.6	sialic acid binding Ig-like lectin 14 	5	1	1	0	0	0	hsa-let-7d-3p				0	-0.28	N/A
TRAT1	ENST00000295756.6	T cell receptor associated transmembrane adaptor 1 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.24	N/A
C14orf23	ENST00000399387.4	chromosome 14 open reading frame 23 	5	1	0	1	0	0	hsa-let-7d-3p				0	-0.21	N/A
FBXO47	ENST00000378079.2	F-box protein 47 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.19	N/A
NKAPL	ENST00000343684.3	NFKB activating protein-like 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.24	N/A
RP13-996F3.4	ENST00000557886.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.22	N/A
MTMR8	ENST00000374852.3	myotubularin related protein 8 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.19	N/A
PLG	ENST00000308192.9	plasminogen 	14	1	0	1	0	0	hsa-let-7d-3p				0	-0.27	N/A
HCN1	ENST00000303230.4	hyperpolarization activated cyclic nucleotide-gated potassium channel 1 	5	1	0	1	0	0	hsa-let-7d-3p				0	-0.13	N/A
JUND	ENST00000252818.3	jun D proto-oncogene 	13688	1	0	0	1	0	hsa-let-7d-3p				0	-0.27	N/A
SEC24D	ENST00000429811.2	SEC24 family, member D (S. cerevisiae) 	50	1	1	0	0	0	hsa-let-7d-3p				0	-0.72	N/A
KCNJ3	ENST00000295101.2	potassium inwardly-rectifying channel, subfamily J, member 3 	21	1	0	1	0	0	hsa-let-7d-3p				0	-0.25	N/A
ZNF141	ENST00000240499.7	zinc finger protein 141 	19	1	0	0	1	1	hsa-let-7d-3p				0	-0.30	N/A
TCTEX1D1	ENST00000282670.2	Tctex1 domain containing 1 	20	1	0	0	1	0	hsa-let-7d-3p				0	-0.33	N/A
PCDHB15	ENST00000231173.3	protocadherin beta 15 	33	1	1	0	0	0	hsa-let-7d-3p				0	-0.21	N/A
SSTR2	ENST00000315332.2	somatostatin receptor 2 	21	1	1	0	0	0	hsa-let-7d-3p				0	-0.25	N/A
DUSP3	ENST00000226004.3	dual specificity phosphatase 3 	836	1	1	0	0	0	hsa-let-7d-3p				0	-0.43	N/A
SC5D	ENST00000264027.4	sterol-C5-desaturase 	1299	1	1	0	0	0	hsa-let-7d-3p				0	-0.46	N/A
SOCS5	ENST00000306503.5	suppressor of cytokine signaling 5 	72	1	0	0	1	0	hsa-let-7d-3p				0	-0.19	N/A
GPC6	ENST00000377047.4	glypican 6 	410	1	0	1	0	0	hsa-let-7d-3p				0	-0.23	N/A
FBXL5	ENST00000341285.3	F-box and leucine-rich repeat protein 5 	487	1	0	1	0	0	hsa-let-7d-3p				0	-0.28	N/A
XRCC5	ENST00000392133.3	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining) 	14802	1	1	0	0	0	hsa-let-7d-3p				0	-0.03	N/A
EXOSC10	ENST00000544779.1	exosome component 10 	138	1*	0	0	0	0	hsa-let-7d-3p				0	0	N/A
LILRB2	ENST00000391746.1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 	5	1	1	0	0	0	hsa-let-7d-3p				0	-0.50	N/A
RWDD1	ENST00000466444.2	RWD domain containing 1 	296	1	0	0	1	0	hsa-let-7d-3p				0	-0.26	N/A
FAM229B	ENST00000368656.2	family with sequence similarity 229, member B 	237	1	0	0	1	0	hsa-let-7d-3p				0	-0.23	N/A
CD59	ENST00000395850.3	CD59 molecule, complement regulatory protein 	19017	1*	0	0	0	0	hsa-let-7d-3p				0	0	N/A
MRPL39	ENST00000352957.4	mitochondrial ribosomal protein L39 	470	1	0	0	1	0	hsa-let-7d-3p				0	-0.26	N/A
GHR	ENST00000230882.4	growth hormone receptor 	102	1	0	0	1	0	hsa-let-7d-3p				0	-0.18	N/A
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	0	0	1	0	hsa-let-7d-3p				0	-0.17	N/A
FAM208A	ENST00000493960.2	family with sequence similarity 208, member A 	60	1	0	0	1	0	hsa-let-7d-3p				0	-0.21	N/A
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	1	0	0	1	0	hsa-let-7d-3p				0	-0.22	N/A
CRISPLD2	ENST00000262424.5	cysteine-rich secretory protein LCCL domain containing 2 	397	1	0	1	0	0	hsa-let-7d-3p				0	-0.09	N/A
